StartDate,EndDate,Duration__in_seconds_,Finished,agecat,female,educ,white,black,hispanic,sthasian,othasian,arab,other,marriage,kids,cvbless,cvself,cvother,cvconseq,cvexagg,cvmanmade,cvpunish,cvwakeup,cvtest,cvaction,signdoj,chinapunish,stillpunish,cvunfold,ui1,ui2,ui3,feardeath,disrupt,miss1,miss2,miss3,miss4,miss5,miss6,miss7,comfself,comfkids,comfspou,comfold,pray,quranread,grateful,livefam,fam_conc,si_conc,rquran_cope,lquran_cope,dua_cope,forgive_cope,pray_cope,lecture_cope,breathe_cope,exercise_cope,walk_cope,famtime_cope,famphone_cope,donate_cope,buy_cope,entertain_cope,eat_cope,donate,anxious,nervous,calm,chknews,mas_fri,mas_5x,mas_close,mas_trust,gia_approve,gia_bad,gia_trouble,connect,ti_punish,ti_endtim,ti_mankid,ti_manmar,ti_stress,ti_isleth,ti_fam,ti_worship,ti_trials,ti_parntng,ti_grateful,ti_calm,ti_epidem,ti_uncertnty,ti_famcon,word_w,word_h,tpsent,tpsentscore,word_hsent,word_hsentscore,word_hsentpol,cope_relig,cope_social,cope_neg,ui,uintol,rcalm,mhealth,cvfear,outlook_pos,outlook_neg,married,pray5
13803816714,13803817101,387,1. True,3. 25 - 34,Male,4. Bachelor's degree,No,No,No,No,No,Yes,No,2. Married,Yes,5. A great deal,2. A little concerned,4. Quite concerned,5. Extremely concerned,1. Not at all exaggerated,Definitely not,2. A little,4. A lot,3. A moderate amount,4. A lot,3. A moderate amount,4. A lot,2. A little,"3. Things will be bad, as lots of people will suffer from the consequences of the virus.",4. Somewhat agree,3. Neither agree nor disagree,4. Somewhat agree,2. A little afraid,3. Somewhat upset,3. 3,4. 4,1. 1,2. 2,5. 5,6. 6,7. 7,Extremely comfortable,Extremely comfortable,Extremely comfortable,,4. 5,4. More than once a week,Sometimes,Yes,5. Extremely positive,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Quite likely,2. Sometimes,2. Sometimes,3. About half the time,5. Always,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,2. A little,4. Somewhat agree,2. Somewhat disagree,1. Strongly disagree,About the same,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Deaths on a major scale,Vaccine,,,Positive,1,0,4,2,1,3.6666667,1.3333333,2,2,3.6666667,No,Yes,Yes,Yes
13803816445,13803817154,708,1. True,2. 18 - 24,Male,4. Bachelor's degree,No,No,No,No,Yes,No,No,1. Single,No,2. A little,3. Somewhat concerned,4. Quite concerned,5. Extremely concerned,4. Quite exaggerated,Probably yes,2. A little,4. A lot,4. A lot,5. A great deal,1. None at all,1. None at all,1. None at all,"3. Things will be bad, as lots of people will suffer from the consequences of the virus.",4. Somewhat agree,4. Somewhat agree,4. Somewhat agree,2. A little afraid,5. Very upset,3. 3,4. 4,5. 5,2. 2,1. 1,7. 7,6. 6,Extremely uncomfortable,,,Somewhat uncomfortable,3. 3 to 4,1. Hardly ever,Quite often,Yes,4. Somewhat positive,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Somewhat likely,2. Sometimes,3. About half the time,4. Most of the time,2. Sometimes,2. Somewhat unreasonable,2. Somewhat unreasonable,3. Not sure,2. A little,2. Somewhat disagree,5. Strongly agree,3. Neither agree nor disagree,Somewhat better,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Economy,God,,,Positive,3,0,3,1,1,4,1,1,2,4,No,Yes,No,No
13803816470,13803817335,865,1. True,3. 25 - 34,Male,4. Bachelor's degree,No,No,No,Yes,No,No,No,1. Single,No,4. A lot,4. Quite concerned,5. Extremely concerned,5. Extremely concerned,5. Extremely exaggerated,Probably yes,4. A lot,5. A great deal,5. A great deal,5. A great deal,3. A moderate amount,4. A lot,4. A lot,"3. Things will be bad, as lots of people will suffer from the consequences of the virus.",2. Somewhat disagree,1. Strongly disagree,2. Somewhat disagree,1. Not afraid at all,3. Somewhat upset,2. 2,4. 4,3. 3,1. 1,6. 6,7. 7,5. 5,Neutral,,,Neutral,3. 3 to 4,5. Daily,Very often,Yes,4. Somewhat positive,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Quite likely,2. Sometimes,1. Never,3. About half the time,4. Most of the time,5. Extremely reasonable,5. Extremely reasonable,2. No,3. A moderate amount,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,It will disturb life of poors most and they wil suffer alot,May Allah ease on our affairs,Positive,1,Positive,1,0,4,0,0,1.6666666,3.3333335,2,1.6666666,4.6666665,No,Yes,No,No
13803816720,13803817342,621,1. True,3. 25 - 34,Male,5. Master's degree,No,No,No,Yes,No,No,No,2. Married,No,5. A great deal,2. A little concerned,3. Somewhat concerned,4. Quite concerned,1. Not at all exaggerated,Probably not,1. None at all,4. A lot,5. A great deal,4. A lot,3. A moderate amount,2. A little,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",3. Neither agree nor disagree,1. Strongly disagree,1. Strongly disagree,2. A little afraid,2. A little upset,2. 2,6. 6,3. 3,1. 1,7. 7,4. 4,5. 5,Extremely comfortable,,Extremely comfortable,,4. 5,5. Daily,Sometimes,No,,,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Extreme likely,2. Sometimes,1. Never,4. Most of the time,2. Sometimes,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,4. A lot,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,About the same,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Faith,Forgiveness,,,Positive,3,0,2,1,0,1.6666666,3.3333335,1,1.3333334,3,Yes,No,Yes,Yes
13803817105,13803817475,369,1. True,3. 25 - 34,Female,4. Bachelor's degree,Yes,No,No,No,No,No,No,"3. Divorced, not currently married",No,3. A moderate amount,2. A little concerned,3. Somewhat concerned,3. Somewhat concerned,2. A little exaggerated,Probably not,1. None at all,4. A lot,4. A lot,2. A little,2. A little,1. None at all,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,1. Strongly disagree,2. Somewhat disagree,3. Somewhat afraid,2. A little upset,5. 5,4. 4,3. 3,1. 1,2. 2,6. 6,7. 7,Extremely comfortable,,,,2. 1 to 2,3. At least once a week,Sometimes,No,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Quite likely,2. Sometimes,1. Never,4. Most of the time,2. Sometimes,3. Neutral,3. Neutral,3. Not sure,4. A lot,5. Strongly agree,2. Somewhat disagree,3. Neither agree nor disagree,Somewhat better,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Panic,Rahmatallah,,,Neutral,0,0,2,1,0,1.6666666,3.3333335,1,1.3333334,2.6666667,Yes,No,No,No
13803817302,13803817662,360,1. True,4. 35 - 44,Male,4. Bachelor's degree,No,No,No,Yes,No,No,No,2. Married,Yes,2. A little,2. A little concerned,4. Quite concerned,1. Not at all concerned,2. A little exaggerated,Probably not,2. A little,2. A little,3. A moderate amount,3. A moderate amount,2. A little,1. None at all,2. A little,"3. Things will be bad, as lots of people will suffer from the consequences of the virus.",2. Somewhat disagree,2. Somewhat disagree,2. Somewhat disagree,3. Somewhat afraid,1. Not at all upset,5. 5,6. 6,2. 2,1. 1,4. 4,7. 7,3. 3,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,3. 3 to 4,1. Hardly ever,Quite often,Yes,4. Somewhat positive,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Somewhat likely,2. Sometimes,2. Sometimes,4. Most of the time,5. Always,1. Extremely unreasonable,2. Somewhat unreasonable,3. Not sure,1. None at all,5. Strongly agree,1. Strongly disagree,3. Neither agree nor disagree,About the same,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,parents,Community,,,Positive,1,0,2,1,1,2,3,1,1.6666666,2.3333333,No,Yes,Yes,No
13803817305,13803817795,489,1. True,6. 55+,Female,2. High school graduate (high school diploma or equivalent including GED),Yes,No,No,No,No,No,No,2. Married,Yes,4. A lot,1. Not at all concerned,2. A little concerned,4. Quite concerned,5. Extremely exaggerated,Definitely not,3. A moderate amount,3. A moderate amount,,3. A moderate amount,,5. A great deal,5. A great deal,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,2. Somewhat disagree,2. Somewhat disagree,1. Not afraid at all,5. Very upset,4. 4,5. 5,1. 1,2. 2,3. 3,6. 6,7. 7,Extremely comfortable,,Neutral,,5. 5 + sunnahs,5. Daily,Very often,No,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Somewhat likely,1. Never,1. Never,4. Most of the time,1. Never,1. Extremely unreasonable,1. Extremely unreasonable,2. No,2. A little,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Nothing,Better,Negative,-1,Positive,2,0,4,2,0,2.6666667,2.3333333,1,1,2.3333333,Yes,No,Yes,Yes
13803817321,13803817811,490,1. True,4. 35 - 44,Female,"6. Doctoral degree (PhD) or Professional degree (JD, MD)",No,No,No,Yes,No,No,No,2. Married,Yes,3. A moderate amount,3. Somewhat concerned,4. Quite concerned,5. Extremely concerned,3. Somewhat exaggerated,Probably not,3. A moderate amount,5. A great deal,5. A great deal,5. A great deal,4. A lot,3. A moderate amount,3. A moderate amount,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,3. Neither agree nor disagree,3. Neither agree nor disagree,3. Somewhat afraid,2. A little upset,5. 5,4. 4,2. 2,3. 3,1. 1,6. 6,7. 7,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,5. 5 + sunnahs,3. At least once a week,Very often,Yes,5. Extremely positive,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Extreme likely,1. Never,1. Never,4. Most of the time,5. Always,2. Somewhat unreasonable,2. Somewhat unreasonable,1. Yes,3. A moderate amount,5. Strongly agree,4. Somewhat agree,1. Strongly disagree,About the same,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Health,Unity,Negative,-1,Positive,1,0,4,1,0,3.3333333,1.6666667,1,1,4,Yes,No,Yes,Yes
13803817514,13803817856,341,1. True,2. 18 - 24,Female,4. Bachelor's degree,No,No,No,Yes,No,No,No,1. Single,No,5. A great deal,2. A little concerned,5. Extremely concerned,5. Extremely concerned,1. Not at all exaggerated,Definitely not,5. A great deal,5. A great deal,5. A great deal,5. A great deal,5. A great deal,5. A great deal,5. A great deal,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",1. Strongly disagree,2. Somewhat disagree,4. Somewhat agree,5. Extremely afraid,1. Not at all upset,4. 4,7. 7,2. 2,1. 1,3. 3,5. 5,6. 6,Extremely comfortable,,,Extremely comfortable,5. 5 + sunnahs,5. Daily,Sometimes,Yes,4. Somewhat positive,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Quite likely,2. Sometimes,2. Sometimes,4. Most of the time,3. About half the time,3. Neutral,3. Neutral,2. No,4. A lot,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Family,Enlightenment,Negative,-1,Positive,1,0,4,2,1,2.3333333,2.6666667,1,1.6666666,4,Yes,No,No,Yes
13803817462,13803817915,452,1. True,3. 25 - 34,Female,5. Master's degree,No,No,No,Yes,No,No,No,1. Single,No,4. A lot,2. A little concerned,3. Somewhat concerned,5. Extremely concerned,2. A little exaggerated,Definitely not,1. None at all,5. A great deal,5. A great deal,3. A moderate amount,1. None at all,1. None at all,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,2. Somewhat disagree,4. Somewhat agree,1. Not afraid at all,4. Quite upset,4. 4,5. 5,2. 2,1. 1,3. 3,7. 7,6. 6,Somewhat comfortable,,,,4. 5,5. Daily,Very often,No,,,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Extreme likely,2. Sometimes,2. Sometimes,4. Most of the time,2. Sometimes,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,5. A great deal,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Ramadan,Purification,Negative,-1,Neutral,0,0,3,1,0,2.6666667,2.3333333,1,1.6666666,3.3333333,Yes,No,No,Yes
13803817347,13803817921,574,1. True,2. 18 - 24,Male,1. Less than high school degree,No,No,No,No,No,No,Yes,1. Single,No,3. A moderate amount,2. A little concerned,2. A little concerned,2. A little concerned,2. A little exaggerated,Probably not,2. A little,4. A lot,4. A lot,3. A moderate amount,4. A lot,5. A great deal,5. A great deal,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",3. Neither agree nor disagree,3. Neither agree nor disagree,4. Somewhat agree,4. Quite afraid,1. Not at all upset,,,,,,,,Somewhat uncomfortable,,,Extremely comfortable,4. 5,1. Hardly ever,Sometimes,Yes,5. Extremely positive,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Not likely at all,2. Sometimes,2. Sometimes,3. About half the time,2. Sometimes,2. Somewhat unreasonable,2. Somewhat unreasonable,3. Not sure,,5. Strongly agree,1. Strongly disagree,2. Somewhat disagree,Somewhat better,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,3,0,0,3.3333333,1.6666667,2,2,2,Yes,No,No,Yes
